timestamp,co2[ppm],heartbeat[undefined],humidity[%],temperature[°F]
2023-12-29T11:07:06-05:00,664.7,---,46.26,65.4
2023-12-29T12:08:06-05:00,614.4,---,45.94,65.2
2023-12-29T13:09:06-05:00,758.5,---,46.47,65.2
2023-12-29T14:10:06-05:00,623.4,---,45.9,64.6
2023-12-29T15:11:06-05:00,565.8,---,46.59,63.9
2023-12-29T16:13:07-05:00,450.6,---,44.8,67
2023-12-29T17:14:07-05:00,430,---,44.38,67
2023-12-29T18:15:07-05:00,423.2,---,45.39,66.2
2023-12-29T19:17:07-05:00,408,---,45.22,66.2
2023-12-29T20:18:07-05:00,401.7,---,45.33,66
2023-12-29T21:19:08-05:00,394.3,---,45.12,65.3
2023-12-29T22:20:08-05:00,391.8,---,45.65,64.4
2023-12-29T23:21:08-05:00,391.3,---,46.45,63.4
2023-12-30T00:22:08-05:00,389,---,46.1,63
2023-12-30T01:24:08-05:00,387.4,---,46.34,62.2
2023-12-30T02:25:09-05:00,386,---,46.5,61.6
2023-12-30T03:26:09-05:00,386,---,46.28,61.3
2023-12-30T04:28:09-05:00,383.9,---,46,60.9
2023-12-30T05:29:09-05:00,382.8,---,46.09,60.2
2023-12-30T06:30:09-05:00,384.6,---,46.06,59.8
2023-12-30T07:31:09-05:00,374.1,---,44.92,60.9
2023-12-30T08:32:10-05:00,383,---,45.21,60.2
2023-12-30T09:34:10-05:00,374.9,---,43.99,63.3
2023-12-30T10:35:10-05:00,370,---,41.75,65.6
2023-12-30T11:36:10-05:00,365.5,---,41.09,66.8
2023-12-30T12:38:10-05:00,363.5,---,41.9,66.1
2023-12-30T13:39:11-05:00,359,---,41.33,66.5
2023-12-30T14:40:00-05:00,---,---,---,---
2023-12-30T15:41:11-05:00,361,---,43.16,65.1
2023-12-30T16:42:11-05:00,365.2,---,43.32,64.3
2023-12-30T17:43:11-05:00,363.5,---,43.11,64.8
2023-12-30T18:45:11-05:00,363.8,---,42.52,64.7
2023-12-30T19:46:12-05:00,363.1,---,42.71,64.1
2023-12-30T20:48:12-05:00,362.6,---,42.52,64.1
2023-12-30T21:49:12-05:00,364.2,---,42.43,64.2
2023-12-30T22:50:00-05:00,---,---,---,---
2023-12-30T23:51:12-05:00,372.7,---,43.64,61.7
2023-12-31T00:52:12-05:00,372.4,---,43.51,61
2023-12-31T01:53:13-05:00,372,---,43.61,60.4
2023-12-31T02:55:13-05:00,373.8,---,43.23,59.9
2023-12-31T03:56:13-05:00,375.1,---,42.97,59.4
2023-12-31T04:57:13-05:00,367,---,41.99,60.7
2023-12-31T05:59:13-05:00,373,---,42.64,59.4
2023-12-31T07:00:00-05:00,---,---,---,---
2023-12-31T08:00:14-05:00,374.7,---,42.02,59.9
2023-12-31T09:02:14-05:00,372.3,---,41.68,60.4
2023-12-31T10:03:14-05:00,371.7,---,38.65,65.5
2023-12-31T11:05:15-05:00,367.3,---,38.4,66.3
2023-12-31T12:06:14-05:00,364.4,---,39.28,65.6
2023-12-31T13:07:15-05:00,365,---,39.34,65.8
2023-12-31T14:09:15-05:00,363.4,---,40.22,65.4
2023-12-31T15:20:36-05:00,362.3,---,40.26,64.9
2023-12-31T17:50:46-05:00,374.8,---,39.95,65.3
2023-12-31T18:52:46-05:00,370.9,---,40.56,64.4
2023-12-31T19:53:46-05:00,375.1,---,40.85,63.8
2023-12-31T20:54:46-05:00,377,---,40.35,64.8
2023-12-31T21:56:47-05:00,379.2,---,41.23,63.9
2023-12-31T22:57:47-05:00,386,---,42.16,62.5
2023-12-31T23:58:47-05:00,384,---,42.41,61.6
