timestamp,co2[ppm],exposure[null],full_particulate[undefined],humidity[%],pm0p3_cpl_a[counts/dL],pm0p3_cpl_b[counts/dL],pm0p5_cpl_a[counts/dL],pm0p5_cpl_b[counts/dL],pm10p0[null],pm10p0_atm_a[ug/m^3],pm10p0_atm_b[ug/m^3],pm10p0_cf1_a[ug/m^3],pm10p0_cf1_b[ug/m^3],pm10p0_cpl_a[counts/dL],pm10p0_cpl_b[counts/dL],pm1p0[null],pm1p0_atm_a[ug/m^3],pm1p0_atm_b[ug/m^3],pm1p0_cf1_a[ug/m^3],pm1p0_cf1_b[ug/m^3],pm1p0_cpl_a[counts/dL],pm1p0_cpl_b[counts/dL],pm2p5[ug/m^3],pm2p5_atm_a[ug/m^3],pm2p5_atm_b[ug/m^3],pm2p5_cf1_a[ug/m^3],pm2p5_cf1_b[ug/m^3],pm2p5_cpl_a[counts/dL],pm2p5_cpl_b[counts/dL],pm5p0_cpl_a[counts/dL],pm5p0_cpl_b[counts/dL],pressure[Pa],temperature[°F]
2023-08-31T13:33:09-04:00,1246,1,---,43.05,453,399.5,135.667,115.25,3.542,4.417,2.667,4.417,2.667,0,0,1.792,2.083,1.5,2.083,1.5,30.667,24.917,3.292,3.917,2.667,3.917,2.667,5.333,0.583,1,0,99238.7,72.5
2023-08-31T13:53:09-04:00,1294.417,1,---,41.684,493,379.5,146.833,102.5,2.917,3.667,2.167,3.667,2.167,0,0,1.458,1.833,1.083,1.833,1.083,32,16.833,2.625,3.333,1.917,3.333,1.917,2.667,0.667,0,0,99252.467,72.6
2023-08-31T14:13:09-04:00,1298,1,---,38.994,408,321.25,115.167,79.5,1.917,2.5,1.333,2.5,1.333,0,0,0.917,1.25,0.583,1.25,0.583,23.333,15.75,1.917,2.5,1.333,2.5,1.333,1.5,1.833,0,0,99244.725,73.2
2023-08-31T14:33:09-04:00,1234.083,1,---,38.032,311.5,362.5,90.667,103.5,1.875,2.083,1.667,2.083,1.667,0,0,0.875,0.75,1,0.75,1,21,14.417,1.875,2.083,1.667,2.083,1.667,1.667,0.5,0,0,99235.492,73.4
2023-08-31T14:54:09-04:00,1267.75,1,---,38.534,461.5,440.75,132.167,127.75,2.667,3,2.333,3,2.333,0,0,1.25,1.5,1,1.5,1,24.5,21.583,2.583,3,2.167,3,2.167,3.333,2.083,0,0,99234.383,73.3
2023-08-31T15:14:09-04:00,1296.167,1,---,40.078,381.5,346.5,108.167,93.583,2,2.667,1.333,2.667,1.333,0,0,0.792,1.083,0.5,1.083,0.5,20,16.833,2,2.667,1.333,2.667,1.333,3.833,1.583,0,0,99224.808,73
2023-08-31T15:34:09-04:00,1269.545,1,---,38.895,331.636,283.364,98.182,73.636,1.591,1.636,1.545,1.636,1.545,0,0,0.818,0.909,0.727,0.909,0.727,14.364,17.455,1.591,1.636,1.545,1.636,1.545,0.909,1.091,0,0,99211.673,73.1
2023-08-31T15:55:09-04:00,1274.583,1,---,39.234,386,298.25,110.167,81.083,2.042,2.75,1.333,2.75,1.333,0,0,1.083,1.333,0.833,1.333,0.833,18.667,12.583,2.042,2.75,1.333,2.75,1.333,2.5,0.75,0,0,99214.75,73.8
2023-08-31T16:15:09-04:00,1242.583,1,---,39.107,293,346.25,84,95.417,1.833,2,1.667,2,1.667,0,0,0.875,0.917,0.833,0.917,0.833,15.5,14.583,1.833,2,1.667,2,1.667,2.667,0.417,0,0,99241.992,73.5
2023-08-31T16:35:09-04:00,1220,1,---,40.867,399.5,341.75,113.5,95.417,2.458,2.833,2.083,2.833,2.083,0,0,1.292,1.5,1.083,1.5,1.083,23.5,18.583,2.458,2.833,2.083,2.833,2.083,1.833,1.333,0,0,99239.008,72.8
2023-08-31T16:55:09-04:00,1205.75,1,---,40.388,428.5,437,122.833,121.917,3.292,3.333,3.25,3.333,3.25,0,0,1.083,1.417,0.75,1.417,0.75,30.667,28.583,3.292,3.333,3.25,3.333,3.25,4.333,4.083,0,0,99232.342,73.1
2023-08-31T17:16:09-04:00,1280.917,1,---,41.321,411,427.75,117.667,113.833,3.167,3.083,3.25,3.083,3.25,0,0,0.917,0.917,0.917,0.917,0.917,30.667,25.167,2.875,3.083,2.667,3.083,2.667,2.833,2.417,0,0,99232.642,72.6
2023-08-31T17:36:09-04:00,1416.75,1,---,43.899,468,353.5,125.167,94.25,2.958,3.667,2.25,3.667,2.25,0,0,0.958,1.25,0.667,1.25,0.667,27,20.417,2.5,3.167,1.833,3.167,1.833,3.333,2.667,0.833,0.833,99251.925,72.1
2023-08-31T17:56:09-04:00,1416.5,1,---,44.439,641.5,617.25,181.667,185,6.542,7.083,6,7.083,6,0,0.167,2.875,2.833,2.917,2.833,2.917,48.167,39.667,6.208,7.083,5.333,7.083,5.333,12,5.75,0,1,99272.933,71.6
2023-08-31T18:17:09-04:00,1398.083,1,---,44.293,491.5,508.25,140.5,139.167,3.833,3.917,3.75,3.917,3.75,0,0,1.75,1.25,2.25,1.25,2.25,36.333,29,3.75,3.917,3.583,3.917,3.583,4,1.583,0,0.417,99276.892,71.6
2023-08-31T18:37:09-04:00,1355.167,1,---,43.54,415.5,434,118.167,119.667,3.417,3.417,3.417,3.417,3.417,0,0.167,1.417,1.5,1.333,1.5,1.333,34.667,28,3.167,3.333,3,3.333,3,2.167,3.083,0,0.167,99306.883,71.8
2023-08-31T18:57:09-04:00,1325.917,1,---,40.848,384,381.75,110.5,103.917,2.5,2.333,2.667,2.333,2.667,0,0,1.083,1.167,1,1.167,1,23.5,17.083,2.333,2.25,2.417,2.25,2.417,1,2.583,0.167,0.167,99308.1,72.3
2023-08-31T19:17:09-04:00,1336.917,1,---,44.915,332,260.25,100.167,77.833,1.708,2.417,1,2.417,1,0,0,0.5,0.667,0.333,0.667,0.333,27.333,18.917,1.542,2.083,1,2.083,1,2,0.667,0.667,0,99323.7,72.2
2023-08-31T19:38:09-04:00,1284,1,---,41.268,334.5,316.75,94.333,81.167,2.125,2.5,1.75,2.5,1.75,0,0,0.625,0.583,0.667,0.583,0.667,25.167,19.417,2,2.333,1.667,2.333,1.667,2.333,0.833,0.333,0.083,99347.692,72.6
2023-08-31T19:58:09-04:00,1223,1,---,41.23,468,378.5,136,105.5,4.042,4.583,3.5,4.583,3.5,0.833,0,1.375,1.5,1.25,1.5,1.25,38,25.333,3.625,3.917,3.333,3.917,3.333,3.833,4.917,0.833,0.417,99363.233,72.7
2023-08-31T20:18:09-04:00,1188.167,1,---,41.23,482.5,413,141.167,119.167,3.417,4.167,2.667,4.167,2.667,0,0,1.625,2,1.25,2,1.25,39.833,26.417,3.208,3.917,2.5,3.917,2.5,2.5,2.833,0,0,99399.758,72.8
2023-08-31T20:39:09-04:00,1177.167,1,---,39.554,463,407,128.167,108.917,3.083,2.833,3.333,2.833,3.333,0,0,0.708,0.75,0.667,0.75,0.667,29.667,27.5,2.875,2.833,2.917,2.833,2.917,3.833,5.25,0,0.417,99430.925,72.9
2023-08-31T20:59:09-04:00,1147.25,1,---,39.155,390,316.75,105.333,86.833,2.375,3.083,1.667,3.083,1.667,0,0,0.917,1.167,0.667,1.167,0.667,33.833,18.917,2.375,3.083,1.667,3.083,1.667,3.333,1.833,0,0,99458.142,73
2023-08-31T21:19:09-04:00,1133.667,1,---,38.386,334.5,263.25,97.167,71.333,2.292,3.167,1.417,3.167,1.417,0.333,0,0.667,1.083,0.25,1.083,0.25,20.5,11.833,1.667,2.333,1,2.333,1,2.667,2,1.167,0.583,99479.958,73.1
2023-08-31T21:39:09-04:00,1134.455,1,---,38.564,257.455,253.364,72.364,72.091,1.591,1.727,1.455,1.727,1.455,0,0,0.636,0.636,0.636,0.636,0.636,15.273,12.273,1.455,1.455,1.455,1.455,1.455,2.909,2.273,0,0,99499.691,73.1
2023-08-31T22:00:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-08-31T22:20:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-08-31T22:40:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-08-31T23:00:09-04:00,1118.167,1,---,41.251,609.5,503.5,173,143.167,5.042,5.75,4.333,5.75,4.333,0,0.417,2.083,2.167,2,2.167,2,47,30.583,4.708,5.333,4.083,5.333,4.083,7.167,2.667,0,0.417,99594.367,73.1
2023-08-31T23:20:09-04:00,1074.583,1,---,39.867,422.5,474,118.833,125.667,3.292,3.583,3,3.583,3,0,0,1.333,1.667,1,1.667,1,26.167,22.833,3,3.583,2.417,3.583,2.417,4.167,3.25,0,0.417,99610.342,73.2
2023-08-31T23:40:09-04:00,1035.917,1,---,38.458,456.5,394.5,128.167,115.833,3.25,3.75,2.75,3.75,2.75,0,0,1.125,1.167,1.083,1.167,1.083,35.167,27.917,2.917,3.083,2.75,3.083,2.75,3.167,1.667,0.833,0,99634.242,73.3
2023-09-01T00:00:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-01T00:00:09-04:00,1005.417,1,---,40.881,407.5,342.25,118.5,101.417,2.875,3.917,1.833,3.917,1.833,0.667,0,1.083,1.25,0.917,1.25,0.917,32.167,16.583,2.667,3.5,1.833,3.5,1.833,4.833,0.917,0.667,0,99652.333,72.9
2023-09-01T00:58:09-04:00,957,1,---,36.977,312.5,304.75,86.667,86.917,1.542,1.25,1.833,1.25,1.833,0,0,0.833,0.917,0.75,0.917,0.75,12.667,22,1.375,1.25,1.5,1.25,1.5,0.167,0.917,0,0.417,99713.342,73.2
2023-09-01T01:55:09-04:00,928.333,1,---,36.393,224,230,61.833,62,1.125,1.25,1,1.25,1,0,0,0.208,0.167,0.25,0.167,0.25,13.667,11.917,1.125,1.25,1,1.25,1,1.167,0.75,0,0,99738.425,73.2
2023-09-01T02:53:09-04:00,892.167,1,---,36.276,236,174.25,69.333,51,0.875,1.417,0.333,1.417,0.333,0,0,0.083,0.083,0.083,0.083,0.083,21,9.583,0.875,1.417,0.333,1.417,0.333,0.667,0.417,0,0,99765.325,72.9
2023-09-01T03:50:09-04:00,865,1,---,36.262,207.5,173.5,57.333,42.417,0.542,0.75,0.333,0.75,0.333,0,0,0.042,0.083,0,0.083,0,8.5,8,0.542,0.75,0.333,0.75,0.333,0.5,0.667,0,0,99799.392,72.8
2023-09-01T04:48:10-04:00,850.833,1,---,36.366,162.5,224,43.833,59.917,0.25,0.083,0.417,0.083,0.417,0,0,0.042,0,0.083,0,0.083,7.167,10.417,0.25,0.083,0.417,0.083,0.417,0.333,0.583,0,0,99817.575,72.7
2023-09-01T05:46:10-04:00,826.083,1,---,36.365,155,161.75,46.667,38.5,0.292,0.5,0.083,0.5,0.083,0,0,0,0,0,0,0,12.333,6.333,0.292,0.5,0.083,0.5,0.083,1.333,0.833,0,0,99829.258,72.3
2023-09-01T06:43:10-04:00,813.25,1,---,35.833,205,126.25,56.333,35.5,0.417,0.833,0,0.833,0,0,0,0,0,0,0,0,14.333,7.083,0.25,0.5,0,0.5,0,1.667,0,0,0,99849.392,72.3
2023-09-01T07:40:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-01T08:38:10-04:00,812.25,1,---,35.633,136.5,146.75,41,40.75,0.167,0.333,0,0.333,0,0,0,0.042,0.083,0,0.083,0,7.333,6,0.083,0.167,0,0.167,0,1.333,0.083,0.333,0,99948.058,72.2
2023-09-01T09:35:10-04:00,829.333,1,---,35.678,181.5,152.5,51.167,43,0.667,0.5,0.833,0.5,0.833,0,0,0.208,0.417,0,0.417,0,8,10.167,0.667,0.5,0.833,0.5,0.833,0.833,2.417,0,0,99991.55,72
2023-09-01T10:32:10-04:00,868.833,1,---,35.339,210,117,59.333,31.75,0.75,1.5,0,1.5,0,0,0,0.208,0.417,0,0.417,0,15.167,5.833,0.75,1.5,0,1.5,0,3,0.417,0,0,100013.275,72.1
2023-09-01T11:30:10-04:00,918.917,1,---,35.718,193,133.75,52.167,37.667,0.417,0.833,0,0.833,0,0,0,0,0,0,0,0,15.667,8.167,0.417,0.833,0,0.833,0,0.833,0,0,0,100018.717,72
2023-09-01T12:28:10-04:00,1050.75,1,---,37.86,238,159.75,68.333,43.333,0.75,1.333,0.167,1.333,0.167,0,0,0.292,0.583,0,0.583,0,13.5,8.167,0.75,1.333,0.167,1.333,0.167,1.167,1.583,0,0.333,99974.242,72.1
2023-09-01T13:25:10-04:00,1198.909,1,---,37.17,358.909,323.455,104.545,86.727,1.909,2.545,1.273,2.545,1.273,0,0,0.864,1,0.727,1,0.727,15.091,12.091,1.682,2.091,1.273,2.091,1.273,2,1.273,0.909,0,99925.773,72.5
2023-09-01T14:22:10-04:00,1207.636,1,---,36.989,397.636,317.727,105.636,86.727,2.273,2.636,1.909,2.636,1.909,0,0,0.955,0.909,1,0.909,1,24.545,16.455,2.045,2.182,1.909,2.182,1.909,2.727,0.455,0.909,0,99863.427,72.5
2023-09-01T15:20:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-01T16:17:10-04:00,1269.75,1,---,36.557,262.5,254,73.667,62.667,1.083,1.167,1,1.167,1,0,0,0.333,0.25,0.417,0.25,0.417,15.667,10.667,0.833,0.667,1,0.667,1,1.5,0.583,1,0.167,99790.975,72.7
2023-09-01T17:15:10-04:00,1268.417,1,---,36.533,246,199.25,76.167,53.167,1.292,1.917,0.667,1.917,0.667,0,0,0.375,0.75,0,0.75,0,17.167,8.583,1.167,1.667,0.667,1.667,0.667,1.5,0.667,0,0,99734.208,72.7
2023-09-01T18:12:10-04:00,1294.5,1,---,36.265,265,266,77.167,72.25,1.292,1.583,1,1.583,1,0,0,0.375,0.333,0.417,0.333,0.417,18.833,11,1.292,1.583,1,1.583,1,3.833,0.75,0,0,99704.917,73.1
2023-09-01T19:10:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-01T20:08:10-04:00,1408.833,1,---,42.136,703.5,578.25,195,157.5,6.208,7,5.417,7,5.417,0,0.417,2.625,2.833,2.417,2.833,2.417,52.333,39.5,5.792,6.833,4.75,6.833,4.75,8.5,5.667,0,0.917,99691.292,72.2
2023-09-01T21:05:10-04:00,1390.333,1,---,41.8,448.5,406,130.667,118.917,3.75,4.25,3.25,4.25,3.25,0,0,1.708,1.75,1.667,1.75,1.667,35.667,29.75,3.75,4.25,3.25,4.25,3.25,4.333,0.917,0,0,99715.842,72.3
2023-09-01T22:02:10-04:00,1395.083,1,---,38.542,387.5,342.5,112.167,99.083,2.417,2.5,2.333,2.5,2.333,0,0,0.917,0.833,1,0.833,1,28.333,22.917,2.417,2.5,2.333,2.5,2.333,2.167,1.25,0,0.167,99705.275,72.4
2023-09-01T23:00:10-04:00,1221.667,1,---,37.193,461,370.75,136,96.167,3.125,3.667,2.583,3.667,2.583,0,0,1.417,1.833,1,1.833,1,30.167,23.833,3,3.667,2.333,3.667,2.333,2.333,1.917,0,0.417,99705.708,72.6
2023-09-01T23:58:10-04:00,1165.083,1,---,36.773,371,335.25,110.667,94.333,2.208,2.417,2,2.417,2,0,0,1.125,1.333,0.917,1.333,0.917,25.333,17.25,2.208,2.417,2,2.417,2,0.833,1.25,0,0,99686.675,72.7
2023-09-02T00:55:10-04:00,1119.917,1,---,36.52,338,292,93.667,82.75,1.583,2.083,1.083,2.083,1.083,0,0,0.542,0.667,0.417,0.667,0.417,18,12.75,1.333,1.583,1.083,1.583,1.083,1.667,1.5,1,0,99671.267,72.8
2023-09-02T01:53:10-04:00,1075.083,1,---,36.154,350.5,302.5,96.333,81.333,1.208,1.667,0.75,1.667,0.75,0,0,0.417,0.583,0.25,0.583,0.25,20,12.833,1.125,1.5,0.75,1.5,0.75,1.833,0.75,0,0,99620.417,72.8
2023-09-02T02:50:10-04:00,1037.083,1,---,36.648,338.5,273.75,100.5,75.167,1.708,2.083,1.333,2.083,1.333,0,0,1.042,1.25,0.833,1.25,0.833,14.5,12.833,1.708,2.083,1.333,2.083,1.333,1.333,1,0,0,99612.942,72.7
2023-09-02T03:49:10-04:00,992.636,1,---,35.535,279.818,407.727,80.727,110.091,2.864,2.727,3,2.727,3,0,0,1,0.636,1.364,0.636,1.364,16.909,25.182,2.409,1.818,3,1.818,3,3.818,3.091,1.636,0,99607.6,72.6
2023-09-02T04:46:10-04:00,958,1,---,35.511,346,274.75,104,76.583,1.542,1.583,1.5,1.583,1.5,0,0.417,0.75,1,0.5,1,0.5,16.167,14.75,1.333,1.583,1.083,1.583,1.083,0.833,0.833,0,0.417,99576.833,72.5
2023-09-02T05:43:10-04:00,945,1,---,37.423,358.5,323.5,102.5,93.083,2.208,2.417,2,2.417,2,0,0,0.833,0.917,0.75,0.917,0.75,19.667,18.667,1.917,2.167,1.667,2.167,1.667,4,0.917,0.5,0.5,99565.083,72.4
2023-09-02T06:41:10-04:00,919.333,1,---,35.572,340.5,302.5,103.167,79.833,1.792,2,1.583,2,1.583,0,0,0.792,0.667,0.917,0.667,0.917,28.5,15,1.792,2,1.583,2,1.583,1.333,0.667,0,0,99562.058,72.5
2023-09-02T07:39:10-04:00,914.667,1,---,36.128,341,399.25,96.833,109.583,2.583,2.333,2.833,2.333,2.833,0,0,1.292,1.25,1.333,1.25,1.333,17.333,22.833,2.583,2.333,2.833,2.333,2.833,1.833,2.167,0,0,99568.925,72.3
2023-09-02T08:36:10-04:00,927.667,1,---,36.263,322.5,323.5,89.833,88.083,1.5,1.833,1.167,1.833,1.167,0,0,0.542,0.583,0.5,0.583,0.5,13.333,13.083,1.5,1.833,1.167,1.833,1.167,2.333,1.833,0,0,99522.192,72.4
2023-09-02T09:33:10-04:00,1084.583,1,---,38.496,291,220.5,77.167,65,1.042,1.083,1,1.083,1,0,0,0.417,0.25,0.583,0.25,0.583,17.5,12.833,1.042,1.083,1,1.083,1,0.833,0.583,0,0,99470.417,72.2
2023-09-02T10:31:46-04:00,1921.417,1,---,54.7,1850.5,1701,521.333,478.25,18.958,20.75,17.167,20.75,17.167,0.833,0,8.625,9,8.25,9,8.25,135,125.583,18.042,19,17.083,19,17.083,21.833,11.917,2.5,0,99470.517,72.7
2023-09-02T11:37:04-04:00,1528,1,---,38.322,684,599.5,188.333,156.583,5.417,6.167,4.667,6.167,4.667,0,0,2.375,2.917,1.833,2.917,1.833,44.5,36.333,5.125,5.667,4.583,5.667,4.583,5.333,5.917,0.833,0,99400.233,73.1
2023-09-02T12:35:04-04:00,1588.25,1,---,39.628,649,591.25,185.333,161.25,5.417,5.833,5,5.833,5,1,0,2.542,2.75,2.333,2.75,2.333,44.167,39.417,4.833,5,4.667,5,4.667,2.667,4.5,1,0.417,99301.5,73.2
2023-09-02T13:32:04-04:00,1556.083,1,---,38.558,467.5,422.25,132.833,116.583,3.208,3.5,2.917,3.5,2.917,0,0,1.542,1.5,1.583,1.5,1.583,29.833,25.5,3.042,3.167,2.917,3.167,2.917,3.5,1.167,0,0,99211.725,73.2
2023-09-02T14:30:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-02T15:28:04-04:00,1547,1,---,39.537,547,506,144.333,145,3.917,4.333,3.5,4.333,3.5,0,0,2.042,2,2.083,2,2.083,36.833,25.667,3.875,4.333,3.417,4.333,3.417,4.833,1,0,0.417,99144.442,73
2023-09-02T16:25:04-04:00,1465.583,1,---,37.612,446.5,438.5,131.167,119.333,3.167,3.417,2.917,3.417,2.917,0.167,0,1.667,1.917,1.417,1.917,1.417,23.5,26.083,3,3.083,2.917,3.083,2.917,3,0.5,0.167,0,99111.608,73
2023-09-02T17:22:04-04:00,1395.167,1,---,37.253,387,311.75,113.833,88.167,1.792,1.833,1.75,1.833,1.75,0,0,0.917,1,0.833,1,0.833,17.5,13.25,1.792,1.833,1.75,1.833,1.75,0.833,0.833,0,0,99000.225,73
2023-09-02T18:20:04-04:00,1346,1,---,38.015,574,564.5,159.167,157.75,4.75,5.417,4.083,5.417,4.083,0,0,1.958,2.333,1.583,2.333,1.583,38.833,42.167,4.667,5.417,3.917,5.417,3.917,5.5,3.917,0,0.417,99001.133,72.9
2023-09-02T19:19:04-04:00,1254,1,---,42.383,636,561.5,184.833,157.833,5,5.583,4.417,5.583,4.417,0,0,2.708,3.083,2.333,3.083,2.333,45,38.75,4.917,5.583,4.25,5.583,4.25,3.833,1.333,0,0,98993.233,72.7
2023-09-02T20:16:04-04:00,1235.417,1,---,38.192,496,492.5,137.667,130.583,3.125,3.417,2.833,3.417,2.833,0,0,1.917,1.833,2,1.833,2,25.667,25,3.125,3.417,2.833,3.417,2.833,2.833,1.167,0,0,98912.892,72.6
2023-09-02T21:14:04-04:00,1190.167,1,---,38.144,544.5,589.25,143.833,168.667,3.375,2.667,4.083,2.667,4.083,0,0.083,2.042,2,2.083,2,2.083,20.833,28.833,3.25,2.667,3.833,2.667,3.833,1,1.583,0,0.333,98970.2,72.3
2023-09-02T22:11:04-04:00,1107.75,1,---,38.284,629.5,484.75,182.167,133.917,3.875,4.167,3.583,4.167,3.583,0,0.25,2.083,2.417,1.75,2.417,1.75,34.5,35.25,3.75,4.167,3.333,4.167,3.333,1.5,1.917,0,0.25,99052.075,72.6
2023-09-02T23:09:04-04:00,1118,1,---,39.72,656,555,185.5,160.75,5.125,5.583,4.667,5.583,4.667,0,0.333,2.5,3,2,3,2,42.5,39.833,4.667,5.25,4.083,5.25,4.083,5,4.167,0,1,99059.433,72.5
2023-09-03T00:06:04-04:00,1107,1,---,39.951,592,636.5,177.167,174.083,4.292,3.917,4.667,3.917,4.667,0,0,2.458,2.167,2.75,2.167,2.75,34.667,33.25,4.083,3.75,4.417,3.75,4.417,2.833,2.417,0,0.417,99038.833,72.5
2023-09-03T01:03:04-04:00,1128,1,---,37.497,605,574,182,160.833,4.542,5,4.083,5,4.083,0,0,2.667,2.75,2.583,2.75,2.583,38.833,28.833,4.417,5,3.833,5,3.833,2.333,2.083,0,0.417,98991.517,72.6
2023-09-03T02:00:04-04:00,1113.083,1,---,36.476,504,475.5,143.333,132.75,3.375,3.583,3.167,3.583,3.167,0,0,1.833,1.667,2,1.667,2,27.833,21.583,3.25,3.333,3.167,3.333,3.167,2.5,1.583,0,0,98931.358,72.7
2023-09-03T02:59:04-04:00,1097.167,1,---,37.448,537.5,440.25,153.333,122.75,3.292,4.333,2.25,4.333,2.25,0,0,1.792,2.083,1.5,2.083,1.5,33.667,27.583,3.292,4.333,2.25,4.333,2.25,4,0.667,0,0,98899.025,72.6
2023-09-03T03:56:04-04:00,1072.667,1,---,36.467,470,502.5,134.167,132.667,3.417,4,2.833,4,2.833,0.833,0,1.708,1.917,1.5,1.917,1.5,24.667,25.083,3.083,3.333,2.833,3.333,2.833,3.333,1.667,0.833,0,98898.983,72.7
2023-09-03T04:54:04-04:00,1052.833,1,---,36.094,542,480.75,147.5,135.083,3.333,3.583,3.083,3.583,3.083,0,0,1.833,1.75,1.917,1.75,1.917,27.833,19,3.333,3.583,3.083,3.583,3.083,1.5,1.667,0,0,98892.417,72.7
2023-09-03T05:51:04-04:00,1031.25,1,---,38.72,483.5,515.25,138.167,140.833,3.375,3.083,3.667,3.083,3.667,0,0,1.958,1.917,2,1.917,2,22.667,28.167,3.375,3.083,3.667,3.083,3.667,0.167,1.5,0,0,98881.383,72.4
2023-09-03T06:48:04-04:00,1014.167,1,---,37.683,575.5,458.75,158.667,130.25,3.833,4.5,3.167,4.5,3.167,0,0,2.083,2.5,1.667,2.5,1.667,32.833,33,3.833,4.5,3.167,4.5,3.167,3.167,1.167,0,0,98899.7,72.2
2023-09-03T07:46:04-04:00,1008.833,1,---,37.716,501.5,475.75,143.5,131,2.667,2.583,2.75,2.583,2.75,0,0,1.542,1.417,1.667,1.417,1.667,23,23.917,2.583,2.417,2.75,2.417,2.75,1.167,1,0,0,98917.358,72.2
2023-09-03T08:44:04-04:00,1164.083,1,---,39.924,540.5,462.5,145.5,127.917,3.542,3.833,3.25,3.833,3.25,0,0,1.792,2.083,1.5,2.083,1.5,26,22.917,3.375,3.833,2.917,3.833,2.917,2.667,3.167,0,0.417,98914.775,72.3
2023-09-03T09:41:04-04:00,1277.5,1,---,41.57,591.5,499,155.5,138.417,3.708,3.917,3.5,3.917,3.5,0,0,1.875,2,1.75,2,1.75,33,28.5,3.5,3.917,3.083,3.917,3.083,2.833,1.75,0,0.5,98909.517,72.4
2023-09-03T10:40:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-03T11:37:04-04:00,1441.417,1,---,42.433,681.5,485.5,190.5,129.25,3.792,5,2.583,5,2.583,0,0,1.958,2.333,1.583,2.333,1.583,32.667,20.5,3.458,4.417,2.5,4.417,2.5,5.333,1.583,0.833,0,98856.8,72.3
2023-09-03T12:34:04-04:00,1387.5,1,---,41.972,557,560.5,163.167,157,5,5.167,4.833,5.167,4.833,0,0,2.5,2.667,2.333,2.667,2.333,36.667,41,4.375,4.333,4.417,4.333,4.417,5.667,2,1,0.583,98815.158,72.7
2023-09-03T13:32:04-04:00,1368.583,1,---,42.731,691,590.25,201.333,163.667,5.042,5.417,4.667,5.417,4.667,0.167,0.5,2.708,2.417,3,2.417,3,47,39.25,4.708,5.25,4.167,5.25,4.167,5.333,1.667,0.167,0.5,98778.942,72.5
2023-09-03T14:30:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-03T15:27:04-04:00,1241.5,1,---,41.955,567.5,460.5,167.833,124.75,3.708,4.833,2.583,4.833,2.583,0,0,1.583,2.25,0.917,2.25,0.917,40.667,28.25,3.625,4.833,2.417,4.833,2.417,2.333,2.417,0,0.417,98654.542,72.5
2023-09-03T16:25:04-04:00,1162,1,---,42.553,502.5,486.25,142.167,146.25,3.583,2.833,4.333,2.833,4.333,0.333,0,1.708,1.25,2.167,1.25,2.167,33.167,32.917,3.375,2.583,4.167,2.583,4.167,1.167,4.167,0.5,0.083,98607.675,72.3
2023-09-03T17:22:04-04:00,1024.833,1,---,45.448,989.5,899.25,291,251.5,8.417,9.083,7.75,9.083,7.75,0,0.417,4.625,5.167,4.083,5.167,4.083,59.833,60.583,7.917,8.5,7.333,8.5,7.333,5.667,5.083,1,0.417,98576.783,72.3
2023-09-03T18:20:00-04:00,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2023-09-03T19:18:04-04:00,810.667,1,---,46.248,815,680.75,238.5,191.25,6.625,7.5,5.75,7.5,5.75,0,0,3.667,4.167,3.167,4.167,3.167,53.167,45.917,6.458,7.25,5.667,7.25,5.667,6.5,3.5,0,0,98597.325,71.8
2023-09-03T20:15:04-04:00,744,1,---,45.86,812,682.25,230,186.833,6.292,6.5,6.083,6.5,6.083,0,0,3.208,3.583,2.833,3.583,2.833,51.5,48.917,6,5.917,6.083,5.917,6.083,3.167,3.917,0,0.417,98639.925,71.5
2023-09-03T21:12:04-04:00,699,1,---,44.955,804,745,228.5,208.25,6.042,6.25,5.833,6.25,5.833,0,0,3.292,3.417,3.167,3.417,3.167,49.5,40.75,5.917,6.167,5.667,6.167,5.667,2.333,5.417,0,0,98712.15,71.6
